,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3218,0000030052,3,BOILING SPRINGS SVG BK,BOILING SPRINGS SAVINGS BANK,624
3219,0000030056,3,FAIRPORT SVG BK,FAIRPORT SAVINGS BANK,631
3220,0000030072,3,SCHUYLER SVG BK,SCHUYLER SAVINGS BANK,32
3221,0000030076,3,SPENCER SVG BK S&LA,SPENCER SAVINGS BANK SLA,2681
3222,0000030085,3,COATESVILLE SVG BK,COATESVILLE SAVINGS BANK,65
3223,0000030090,3,HERITAGE BK USA,HERITAGE BANK,491
3224,0000030099,3,METUCHEN SB,METUCHEN SAVINGS BANK,131
3225,0000030103,3,MONROE SVG BK SLA,MONROE SAVINGS BANK,47
3226,0000030117,3,RELIANCE SVG BK,RELIANCE SAVINGS BANK,625
3227,0000030119,3,C&G SVG BK,C&G SAVINGS BANK,192
3228,0000030121,3,INVESTMENT SVG BK,INVESTMENT SAVINGS BANK,131
3229,0000030128,3,BOONVILLE FSB,BOONVILLE FEDERAL SAVINGS BANK,78
3230,0000030154,3,SEWICKLEY SVG BK,SEWICKLEY SAVINGS BANK,31
3231,0000030183,3,MILLVILLE S&LA,MILLVILLE S&LA,40
3232,0000030219,3,HOMETOWN BK,HOMETOWN BANK,170
3233,0000030248,3,HOME SVG BK,HOME SAVINGS BANK,139
3234,0000030260,3,CROSS CTY SVGS BK,CROSS COUNTY SAVINGS BANK,68
3235,0000030270,3,CITIZENS SVG BK,CITIZENS SAVINGS BANK,429
3236,0000030313,3,EAST WI SVGS BK SA,EAST WISCONSIN SAVINGS BANK SA,410
3237,0000030332,3,ABBEVILLE B&L ST CHARTERED SVG,ABBEVILLE BUILDING & LOAN,491
3238,0000030364,3,FIRST HOME SB,FIRST HOME BANK,175
3239,0000030367,3,1ST BK OF SEA ISLE CITY,1ST BANK OF SEA ISLE CITY,52
3240,0000030401,3,FIRST SVG BK OF PERKASIE,FIRST SAVINGS BANK OF PERKASIE,593
3241,0000030428,3,CENTURY SVG BK,CENTURY SAVINGS BANK,127
3242,0000030431,3,SLOVAK SVG BK,SLOVAK SAVINGS BANK,150
3243,0000030434,3,MORGANTON SVGS BK SSB,"MORGANTON SAVINGS BANK, SSB",15
3244,0000030439,3,EAGLE SV BK,EAGLE SAVINGS BANK,376
3245,0000030447,3,RAYNE B&LA,RAYNE BUILDING & LOAN ASSN,48
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3246,0000030464,3,HUNTINGDON VALLEY BK,HUNTINGDON VALLEY BANK,768
3247,0000030470,3,MANASQUAN SVG BK,MANASQUAN SAVINGS BANK,433
3248,0000030544,3,MARQUETTE SVG BK,MARQUETTE SAVINGS BANK,860
3249,0000030547,3,MEDINA S&LA,MEDINA SAVINGS AND LOAN ASSOCI,41
3250,0000030637,3,GREENVILLE SVG BK,GREENVILLE SAVINGS BANK,369
3251,0000030688,3,PEOPLES FIRST SAVINGS BK,PEOPLES FIRST SAVINGS BANK,83
3252,0000030698,3,FIRST ADVAN BK,FIRST ADVANTAGE BANK,728
3253,0000030704,3,MAGYAR BK,MAGYAR BANK,148
3254,0000030707,3,EQUITABLE S&LA,EQUITABLE SAVINGS & LOAN ASSOC,363
3255,0000030744,3,BELPRE SVG BK,BELPRE SAVINGS BANK,81
3256,0000030788,3,GLACIER BK,GLACIER BANK,6535
3257,0000030819,3,MARION COUNTY SB,MARION COUNTY SAVINGS BANK,331
3258,0000030846,3,HERITAGE BK,HERITAGE BANK,54
3259,0000030864,3,MCHENRY SVG BK,MCHENRY SAVINGS BANK,182
3260,0000030927,3,LAKE FED BK FSB,"LAKE FEDERAL BANK, FSB",65
3261,0000030954,3,FIDELITY S&LA OF BUCKS CTY,FIDELITY S & LA OF BUCKS CTY,49
3262,0000030987,3,SPRATT S&LA,SPRATT SAVINGS AND LOAN,38
3263,0000031004,3,TWIN OAKS SVG BK,TWIN OAKS SAVINGS BANK,47
3264,0000031043,3,INTERSTATE BK SSB,"INTERSTATE BANK, SSB",284
3265,0000031084,3,FIRST SOUTH BK,FIRST SOUTH BANK,809
3266,0000031100,3,SECURITY FED BK,SECURITY FEDERAL BANK,345
3267,0000031158,3,FIRST SOUTHERN BK,FIRST SOUTHERN BANK,398
3268,0000031236,3,HOME FED BK CORP,HOME FEDERAL BANK,304
3269,0000031286,3,FIRST MARINER BK,1ST MARINER BANK,3366
3270,0000031381,3,SECURITY FED BK,SECURITY FEDERAL BANK,88
3271,0000031445,3,MACON BK,MACON BANK,494
3272,0000031461,3,HARLEYSVILLE SVG BK,HARLEYSVILLE SAVINGS BANK,391
3273,0000031469,3,ORIENTAL BK,ORIENTAL BANK,6583
3274,0000031762,3,GREATER ST BK,GREATER STATE BANK,21
3275,0000031900,3,CITIZENS BLDG & LOAN SSB,"CITIZENS BUILDING & LOAN, SSB",108
3276,0000031905,3,CYPRESS BK SSB,"CYPRESS BANK, SSB",271
3277,0000031966,3,SECURITY FIRST BK,SECURITY FIRST BANK,40
3278,0000032021,3,PROGRESSIVE SVGS BK,PROGRESSIVE SAVINGS BANK,284
3279,0000032084,3,GRAND SVG BK,GRAND SAVINGS BANK,194
3280,0000032102,3,DORAL BK,DORAL BANK,3924
3281,0000032173,3,VOYAGER BK,VOYAGER BANK,21
3282,0000032203,3,SUMMIT ST BK,SUMMIT STATE BANK,13
3283,0000032287,3,GEAUGA SVG BK,GEAUGA SAVINGS BANK,13
3284,0000032293,3,MIAMI SVGS BK,MIAMI SAVINGS BANK,89
3285,0000032296,3,UNION SVG BK,UNION SAVINGS BANK,16495
3286,0000032327,3,SAINT CASIMIRS SVG BK,ST CASIMIRS SAVINGS BANK,22
3287,0000032348,3,TAYLORSVILLE SVG BK SSB,"TAYLORSVILLE SAVINGS BANK, SSB",100
3288,0000032369,3,FAIRMOUNT BK,FAIRMOUNT BANK,24
3289,0000032370,3,REGAL B&TC,REGAL BANK & TRUST,17
3290,0000032393,3,CARROLL CMNTY BK,CARROLL COMMUNITY BANK,39
3291,0000032487,3,1ST CAMERON ST BK,1ST CAMERON STATE BANK,30
3292,0000032489,3,HOMESTREET BK,HOMESTREET BANK,23962
3293,0000032532,3,SOUTH GA BK,SOUTH GEORGIA BANK,156
3294,0000032647,3,NORTHWEST BK,NORTHWEST BANK,2029
3295,0000032718,3,HELM BK USA,HELM BANK USA,358
3296,0000032737,3,DRUMMOND CMNTY BK,DRUMMOND COMMUNITY BANK,169
3297,0000032745,3,ROCKWOOD BK,ROCKWOOD BANK,125
3298,0000032773,3,EASTERN BK,EASTERN BANK,3891
3299,0000032779,3,BANK OF MARIN,BANK OF MARIN,112
3300,0000032836,3,PRIME BK,PRIME BANK,1
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3301,0000032838,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,40
3302,0000032904,3,COUNTY FIRST BK,COUNTY FIRST BANK,11
3303,0000032908,3,TUSTIN CMNTY BK,TUSTIN COMMUNITY BANK,4
3304,0000032968,3,COMMUNITY B&TC AL,COMMUNITY BANK & TRUST - AL,49
3305,0000032974,3,GULF COAST B&TC,GULF COAST BANK AND TRUST,2188
3306,0000033005,3,FIRST COLLINSVILLE BK,FIRST COLLINSVILLE BANK,1181
3307,0000033009,3,COUNTY BK,COUNTY BANK,153
3308,0000033010,3,FIRST PEOPLES BK,FIRST PEOPLES BANK,224
3309,0000033022,3,BANK OF KY,THE BANK OF KENTUCKY,623
3310,0000033026,3,SURETY BK,SURETY BK,10
3311,0000033119,3,HERITAGE BK INC,"HERITAGE BANK, INC.",185
3312,0000033134,3,MICHIGAN COMMERCE BK,TALMER WEST BANK,39
3313,0000033137,3,CORNERSTONE CMNTY BK,CORNERSTONE COMMUNITY BANK,82
3314,0000033183,3,SOUND BKG CO,SOUND BANKING COMPANY,11
3315,0000033188,3,SHINHAN BK AMER,SHINHAN BANK AMERICA,119
3316,0000033202,3,PREMIER BK,PREMIER BANK ROCHESTER,51
3317,0000033204,3,PREMIER BK MN,PREMIER BANK MINNESOTA,49
3318,0000033216,3,NORTHRIM BK,NORTHRIM BANK,480
3319,0000033405,3,FIRST B&TC,FIRST BANK AND TRUST,183
3320,0000033440,3,CITIZENS FIRST BK,CITIZENS FIRST BANK,50
3321,0000033450,3,ARBOR BK,ARBOR BANK,166
3322,0000033458,3,MONONA ST BK,MONONA STATE BANK,266
3323,0000033470,3,FIRST ST BK OF NW AR,TODAY'S BANK,37
3324,0000033492,3,CRESCENT B&TC,CRESCENT BANK & TRUST,6
3325,0000033503,3,UNITY BK,UNITY BANK,526
3326,0000033508,3,MOHAVE ST BK,MOHAVE STATE BANK,247
3327,0000033510,3,EAST BOSTON SVG BK,EAST BOSTON SAVINGS BANK,612
3328,0000033519,3,FIRST TUSKEGEE BK,FIRST TUSKEGEE BANK,19
3329,0000033527,3,BANK OF NC,BANK OF NORTH CAROLINA,2697
3330,0000033533,3,FOUNDERS BANK & TRUST,FOUNDERS BANK & TRUST,842
3331,0000033539,3,PREFERRED BK,PREFERRED BANK,124
3332,0000033542,3,ROCK CANYON BK,ROCK CANYON BANK,40
3333,0000033568,3,UNITED BK OF PHILADELPHIA,UNITED BANK OF PHILADELPHIA,6
3334,0000033645,3,LEE BK,LEE BANK,368
3335,0000033708,3,INTERNATIONAL BK OF CHICAGO,INTERNATIONAL BANK OF CHICAGO,59
3336,0000033753,3,CITIZENS CMNTY BK,CITIZENS COMMUNITY BANK,245
3337,0000033758,3,STARION FNCL,STARION FINANCIAL,1127
3338,0000033761,3,VILLAGE BK,VILLAGE BANK,77
3339,0000033794,3,FIRST CMNTY BK OF E TN,FIRST COMMUNITY BANK OF E TN,116
3340,0000033806,3,OPUS BK,OPUS BANK,577
3341,0000033823,3,CAPITAL CMNTY BK,CAPITAL COMMUNITY BANK,7
3342,0000033826,3,COLUMBIA ST BK,COLUMBIA STATE BANK,457
3343,0000033842,3,FIRST CMNTY BK,FIRST COMMUNITY BANK,9
3344,0000033845,3,IDAHO INDEP BK,IDAHO INDEPENDENT BANK,610
3345,0000033846,3,CITIZENS BK OF NORTHERN KY,CITIZENS BANK OF NORTHERN KY,121
3346,0000033873,3,LIBERTY BK,LIBERTY BANK,65
3347,0000033880,3,WISCONSIN RIVER BK,WISCONSIN RIVER BANK,88
3348,0000033938,3,CAPITOL CITY B&TC,CAPITOL CITY BANK & TRUST CO.,22
3349,0000033953,3,COMMUNITY BK-WHEATON/GLEN ELYN,CMNTY BANK-WHEATON/GLEN ELLYN,44
3350,0000033963,3,SOUTH CENTRAL BK DAVIESS CTY,SOUTH CENTRAL BANK OF DAVIESS,90
3351,0000033977,3,SOUTH CENTRAL BK OF HARDIN CTY,SOUTH CENTRAL BANK OF HARDIN,66
3352,0000033978,3,MIDDLETON CMNTY BK,MIDDLETON COMMUNITY BANK,217
3353,0000033999,3,SIMSBURY B&TC,SIMSBURY BANK & TRUST COMPANY,353
3354,0000034010,3,EVERTRUST BK,EVERTRUST BANK,20
3355,0000034023,3,TNBANK,TNBANK,167
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3356,0000034038,3,PARK RIDGE CMNTY BK,PARK RIDGE COMMUNITY BANK,64
3357,0000034047,3,FIRST CMNTY BK,FIRST COMMUNITY BANK,391
3358,0000034052,3,BAY BK,BAY BANK,113
3359,0000034058,3,LUSITANIA SVGS BK,LUSITANIA SAVINGS BANK,155
3360,0000034072,3,HERITAGE BK OF NV,HERITAGE BANK OF NEVADA,14
3361,0000034074,3,CAPITOL BK,CAPITOL BANK,115
3362,0000034076,3,ILLINOIS BANK & TRUST,ILLINOIS BANK & TRUST,193
3363,0000034087,3,LIBERTY BK,LIBERTY BANK,1049
3364,0000034090,3,AMERICAN ENT BK,AMERICAN ENTERPRISE BANK,18
3365,0000034092,3,C1 BK,C1 BANK,140
3366,0000034093,3,MBANK,MBANK,61
3367,0000034101,3,RIDGESTONE BK,RIDGESTONE BANK,6
3368,0000034102,3,SUMMIT CMNTY BK,SUMMIT COMMUNITY BANK,373
3369,0000034106,3,ALBINA CMNTY BK,ALBINA COMMUNITY BANK,13
3370,0000034108,3,PAN AMER BK,PAN AMERICAN BANK,83
3371,0000034116,3,FIRST BK OF DALTON,FIRST BANK OF DALTON,144
3372,0000034119,3,CONCORD BK,CONCORD BANK,91
3373,0000034120,3,BANK ANN ARBOR,BANK OF ANN ARBOR,441
3374,0000034121,3,COMMUNITY BK COAST,"COMMUNITY BANK, COAST",684
3375,0000034137,3,JEFFERSON FED BK,JEFFERSON FEDERAL BANK,39
3376,0000034138,3,GREATER COMMUNITY BANK,GREATER COMMUNITY BANK,147
3377,0000034146,3,PEOPLES BK,PEOPLES BANK OF SENECA,222
3378,0000034153,3,CENTRAL BK OF JEFFERSON CTY,CENTRAL BANK OF JEFFERSON CTY,132
3379,0000034156,3,VALLEY BUS BK,VALLEY BUSINESS BANK,15
3380,0000034162,3,WEST POINTE BK,WEST POINTE BANK,75
3381,0000034182,3,FIRST BK,FIRST BANK OF MIAMI,16
3382,0000034186,3,VALLEY B&TC,VALLEY BANK AND TRUST,221
3383,0000034210,3,COMMUNITY BK OF THE BAY,COMMUNITY BANK OF THE BAY,7
3384,0000034214,3,BANK OF WASHINGTON,THE BANK OF WASHINGTON,32
3385,0000034220,3,COMMUNITY BK CBD,COMMUNITY BANK CBD,137
3386,0000034222,3,FIRST SOUTH BK,FIRST SOUTH BANK,52
3387,0000034229,3,CITIZENS BK OF FORSYTH CTY,CITIZENS BANK OF FORSYTH CTY,133
3388,0000034232,3,AMERICAN BK OF CMRC,AMERICAN BANK OF COMMERCE,13
3389,0000034233,3,MARINE B&TC,MARINE BANK & TRUST COMPANY,135
3390,0000034240,3,WOLF RIVER CMNTY BK,WOLF RIVER COMMUNITY BANK,194
3391,0000034241,3,FIRST SENTRY BK,FIRST SENTRY BANK,136
3392,0000034245,3,ROCK BR CMNTY BK,ROCK BRANCH COMMUNITY BANK,54
3393,0000034249,3,COMMUNITY BK,COMMUNITY BANK,20
3394,0000034253,3,SHORE CMNTY BK,SHORE COMMUNITY BANK,68
3395,0000034254,3,PLANTERS BK,PLANTERS BANK INC,285
3396,0000034259,3,CROWN BK,CROWN BANK,25
3397,0000034289,3,SOUTHPORT BK,SOUTHPORT BANK,49
3398,0000034311,3,CITIZENS FIRST BK,CITIZENS FIRST BANK,169
3399,0000034325,3,CMNTY BK OAK PARK RIVER FOREST,CMNTY BK OAK PARK RIVER FOREST,160
3400,0000034328,3,CACHE BK & TR,CACHE BANK & TRUST,27
3401,0000034332,3,OUACHITA INDP BK,OUACHITA INDEPENDENT BANK,206
3402,0000034334,3,AMERICAN METRO BK,AMERICAN METRO BANK,23
3403,0000034348,3,CAROLINA BK,CAROLINA BANK,4008
3404,0000034363,3,CORE BK,CORE BANK,623
3405,0000034377,3,FIRST CMRL BK,FIRST COMMERCIAL BANK,402
3406,0000034384,3,PREMIER BK,PREMIER BANK,155
3407,0000034386,3,SPRING VALLEY BANK,SPRING VALLEY BANK,108
3408,0000034387,3,KEYSTONE CMNTY BK,KEYSTONE COMMUNITY BANK,131
3409,0000034393,3,1ST EQT BK,1ST EQUITY BANK,8
3410,0000034397,3,BANK OF BOLIVAR,BANK OF BOLIVAR,189
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3411,0000034401,3,FRONT RANGE BK,FRONT RANGE BANK,455
3412,0000034409,3,BANK,THE BANK,216
3413,0000034427,3,CNLBANK,CNLBANK,76
3414,0000034432,3,KENTUCKY HOME BK,KENTUCKY HOME BANK,97
3415,0000034440,3,BALLY SVG BK,BALLY SAVINGS BANK,46
3416,0000034443,3,PROVINCIAL BK,PROVINCIAL BANK,317
3417,0000034445,3,SOUTHERN MO BK OF MARSHFIELD,SOUTHERN MISSOURI BANK OF MARS,173
3418,0000034460,3,COVENANT BK,COVENANT BANK,41
3419,0000034468,3,TWO RIVERS ST BK,TWO RIVERS BANK,42
3420,0000034517,3,PEOPLES BK OF E TN,PEOPLES BANK OF EAST TENNESSEE,107
3421,0000034524,3,FIRST SCTY BK,"FIRST SECURITY BANK, INC.",700
3422,0000034526,3,PRAIRIE CMNTY BK,PRAIRIE COMMUNITY BANK,36
3423,0000034533,3,FIRST CMNTY BK,FIRST COMMUNITY BANK,774
3424,0000034566,3,ALLIANCE BK,ALLIANCE BANK,163
3425,0000034572,3,KENTUCKY NEIGHBORHOOD BK,"KENTUCKY NEIGHBORHOOD BANK, IN",340
3426,0000034573,3,FOOTHILLS BK,THE FOOTHILLS BANK,11
3427,0000034585,3,PACIFIC CREST SVG BK,PACIFIC CREST SAVINGS BANK,74
3428,0000034591,3,STAR BK OF TX,STAR BANK OF TEXAS,118
3429,0000034598,3,MERCANTILE BK MI,MERCANTILE BANK OF MICHIGAN,190
3430,0000034603,3,MVB BK INC,"MVB BANK, INC.",279
3431,0000034606,3,AMERICAN BK OF OK,AMERICAN BANK OF OKLAHOMA,148
3432,0000034607,3,FIRST INTERNET BK IN,FIRST INTERNET BANK OF INDIANA,3566
3433,0000034611,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,499
3434,0000034613,3,BUILDERS BK,BUILDERS BANK,3
3435,0000034618,3,MACATAWA BK,MACATAWA BANK,1260
3436,0000034620,3,PLATINUM BK,PLATINUM BANK,28
3437,0000034627,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,44
3438,0000034643,3,SUNSTATE BK,SUNSTATE BANK,19
3439,0000034669,3,SYNERGY BK SSB,"SYNERGY BANK, S.S.B.",14
3440,0000034683,3,COMMUNITY B&TC OF FL,COMMUNITY BANK & TRUST OF FLOR,85
3441,0000034685,3,PEOPLES BK OF CMRC,PEOPLE'S BANK OF COMMERCE,322
3442,0000034686,3,CHARTER BK,CHARTER BANK,58
3443,0000034689,3,VALLEY CMNTY BK,VALLEY COMMUNITY BANK,4
3444,0000034711,3,FARMERS BLDG & SVG BK,FARMERS BUILDING & SAVINGS BAN,93
3445,0000034726,3,NEW MEXICO B&TC,NEW MEXICO BANK & TRUST,271
3446,0000034728,3,INDEPENDENT BK,INDEPENDENT BANK,269
3447,0000034733,3,CARDINAL BK,CARDINAL BANK,311
3448,0000034747,3,HILLSBORO BK,HILLSBORO BANK,26
3449,0000034774,3,SOUTHCOAST CMNTY BK,SOUTHCOAST COMMUNITY BANK,258
3450,0000034776,3,GRAND B&TC OF FL,GRAND BANK & TRUST OF FLORIDA,2
3451,0000034777,3,UNITED CMNTY BK,UNITED COMMUNITY BANK,56
3452,0000034778,3,FIRST TR BK IL,FIRST TRUST BANK OF ILLINOIS,77
3453,0000034786,3,ENTERPRISE BK,ENTERPRISE BANK,19
3454,0000034788,3,AMERICAN BUS BK,AMERICAN BUSINESS BANK,9
3455,0000034791,3,FIFE CMRL BK,FIFE COMMERCIAL BANK,17
3456,0000034803,3,RESOURCE BK,RESOURCE BANKSHARES,210
3457,0000034805,3,MISSION BK,MISSION BANK,37
3458,0000034812,3,GRANDSOUTH BK,GRANDSOUTH BANK,76
3459,0000034836,3,NORTH AMER BKG CO,NORTH AMERICAN BANKING COMPANY,29
3460,0000034837,3,PREMIER BK,PREMIER BANK INC.,531
3461,0000034862,3,BANK HOLLAND,THE  BANK OF HOLLAND,441
3462,0000034866,3,RELIANCE BK,RELIANCE BANK,23
3463,0000034869,3,FLORIDA CITIZENS BK,FLORIDA CITIZENS BANK,32
3464,0000034872,3,BAY BK,BAY BANK,19
3465,0000034888,3,PARKE BK,PARKEBANK,381
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3466,0000034899,3,FIRST CITRUS BK,FIRST CITRUS BANK,31
3467,0000034903,3,BANK OF THE CAROLINAS,BANK OF THE CAROLINAS,178
3468,0000034930,3,ALLIANCE BK,ALLIANCE BANK,68
3469,0000034934,3,"THE LITTLE BK, INC","THE LITTLE BANK, INC.",82
3470,0000034936,3,LEGENDS BK,LEGENDS BANK,122
3471,0000034941,3,JACKSONVILLE BK,THE JACKSONVILLE BANK,47
3472,0000034942,3,HOPEWELL VALLEY CMNTY BK,HOPEWELL VALLEY COMMUNITY BANK,63
3473,0000034944,3,COMMUNITY SHORES BK,COMMUNITY SHORES BANK,110
3474,0000034948,3,CORNERSTONE CMNTY BK,CORNERSTONE COMMUNITY BANK,31
3475,0000034951,3,HARVEST CMNTY BK,HARVEST COMMUNITY BANK,76
3476,0000034953,3,NORTHPOINTE BK,NORTHPOINTE BANK,4110
3477,0000034957,3,CLARKSTON ST BK,CLARKSTON STATE BANK,8
3478,0000034969,3,FIRST CENTRAL SVG BK,FIRST CENTRAL SAVINGS BANK,6
3479,0000034973,3,PEOPLES SVG BK,PEOPLES SAVINGS BANK,53
3480,0000034977,3,ARLINGTON BK,THE ARLINGTON BANK,959
3481,0000034978,3,SYNERGY BK,SYNERGY BANK,279
3482,0000034980,3,RED RIVER BK,RED RIVER BANK,1349
3483,0000034982,3,LANDMARK CMNTY BK,LANDMARK COMMUNITY BANK,447
3484,0000034986,3,FRONTENAC BK,FRONTENAC BANK,20
3485,0000034993,3,THE BUSINESS BK,THE BUSINESS BANK,33
3486,0000034997,3,FIRST HOME BK,FIRST HOME BANK,27
3487,0000035005,3,COASTAL CMRC BK,COASTAL COMMERCE BANK,181
3488,0000035013,3,PREMIER CMNTY BK,PREMIER COMMUNITY BANK,22
3489,0000035020,3,COMMUNITY FIRST BK,COMMUNITY FIRST BANK,243
3490,0000035022,3,CITIZENS FIRST BK,CITIZENS FIRST BANK,206
3491,0000035033,3,AMERICAN CMNTY BK,AMERICAN COMMUNITY BANK,19
3492,0000035035,3,CENTRIX B&TC,CENTRIX BANK & TRUST,30
3493,0000035036,3,COMMUNITY BK OF THE S,COMMUNITY BANK OF THE SOUTH,111
3494,0000035043,3,SUNSET BK & SVG,SUNSET BANK & SAVINGS,125
3495,0000035050,3,TRANSCAPITAL BK,TRANSCAPITAL BANK,21
3496,0000035066,3,BAY CITIES BK,BAY CITIES BANK,33
3497,0000035067,3,FIRST PERSONAL BK,FIRST PERSONAL BANK,133
3498,0000035076,3,HERITAGE CMNTY BK,HERITAGE COMMUNITY BANK,34
3499,0000035093,3,SOUTHERN HERITAGE BK,SOUTHERN HERITAGE BANK,430
3500,0000035095,3,TOWNEBANK,TOWNEBANK,5918
3501,0000035100,3,PARAGON CMRL BK,PARAGON COMMERCIAL BANK,123
3502,0000035111,3,VILLAGE BK,VILLAGE BANK,68
3503,0000035117,3,CENTERBANK,CENTERBANK,412
3504,0000035118,3,COMMUNITY BK,COMMUNITY BANK OF WICHITA,136
3505,0000035123,3,RELIANCE BK,RELIANCE BANK,129
3506,0000035138,3,COMMUNITY TR & BKG CO,COMMUNITY TRUST & BANKING CO,113
3507,0000035139,3,SEATTLE BK,SEATTLE BANK,47
3508,0000035151,3,NEW MILLENNIUM BK,NEW MILLENNIUM BANK,28
3509,0000035163,3,TRUSTATLANTIC BK,TRUSTATLANTIC BANK,69
3510,0000035165,3,COMMUNITY FIRST B&TC,COMMUNITY FIRST BANK AND TRUST,237
3511,0000035172,3,BOUNDARY WATERS BK,BOUNDARY WATERS BANK,32
3512,0000035186,3,FIRST AMER INTL BK,FIRST AMERICAN INTL BANK,638
3513,0000035187,3,WINFIELD CMNTY BK,WINFIELD COMMUNITY BANK,16
3514,0000035214,3,FIRST RELIANCE BK,FIRST RELIANCE BANK,329
3515,0000035223,3,AMERICAN HEARTLAND B&TC,AMERICAN HEARTLAND BANK AND TR,39
3516,0000035229,3,SOUTHERN ILLINOIS BK,SOUTHERN ILLINOIS BANK,82
3517,0000035230,3,EVERGREEN BK GRP,EVERGREEN BANK GROUP,49
3518,0000035236,3,CENTURY BK OF GA,CENTURY BANK OF GEORGIA,102
3519,0000035241,3,SOUTH CAROLINA CMNTY BK,SOUTH CAROLINA COMMUNITY BANK,34
3520,0000035245,3,FIRST ALLI BK,FIRST ALLIANCE BANK,15
,RESPONDENT ID,AGENCY,PANEL NAME,TRANSMITTAL SHEET NAME,LAR COUNT
3521,0000035249,3,GWINNETT CMNTY BK,GWINNETT COMMUNITY BANK,17
3522,0000035257,3,UNION CMNTY BK,UNION COMMUNITY BANK,376
3523,0000035258,3,COMMUNITY B&TC,COMMUNITY BANK AND TRUST,34
3524,0000035259,3,BANK OF GA,THE BANK OF GEORGIA,97
3525,0000035276,3,FREEDOM BK OF SOUTHERN MO,FREEDOM BANK OF SOUTHERN MISSO,211
3526,0000035281,3,BENEFIT BK,BENEFIT BANK,532
3527,0000035286,3,CORNERSTONE BK,CORNERSTONE BANK,20
3528,0000035292,3,GREAT AMERICAN BK,GREAT AMERICAN BANK,48
3529,0000035295,3,SOUTHERN FIRST BK,SOUTHERN FIRST BANK,755
3530,0000035312,3,FIRST CORNERSTONE BK,FIRST CORNERSTONE BANK,18
3531,0000035320,3,BANK OF TERRELL,BANK OF TERRELL,230
3532,0000035322,3,CAPITAL BK SSB,"CAPITAL BANK, SSB",13
3533,0000035333,3,OAK BK,OAK BANK,119
3534,0000035345,3,HANTZ BK,HANTZ BANK,246
3535,0000035355,3,SOUTH SOUND BK,SOUTH SOUND BANK,19
3536,0000035361,3,FIVE STAR BK,FIVE STAR BANK,10
3537,0000035365,3,BANK OF OAK RIDGE,BANK OF OAK RIDGE,73
3538,0000035367,3,PEOPLES BK,PEOPLES BANK,147
3539,0000035376,3,FRIENDS BK,FRIENDS BANK,59
3540,0000035377,3,ALPINE CAP BK,ALPINE CAPITAL BANK,3
3541,0000035380,3,BANKTRUST FNCL CORP,BANKTRUST FINANCIAL,344
3542,0000035385,3,PREMIER BANK & TRUST,PREMIER BANK & TRUST,172
3543,0000035406,3,BANKVISTA,BANKVISTA,202
3544,0000035412,3,AMERICAN CMNTY B&T,AMERICAN COMMUNITY BK & TRUST,76
3545,0000035417,3,TRISTAR BK,TRISTAR BANK,267
3546,0000035422,3,LEADERS BK,LEADERS BANK,25
3547,0000035426,3,TWO RIVER CMNTY BK,TWO RIVER COMMUNITY BANK,68
3548,0000035441,3,FOUR CORNERS CMNTY BK,FOUR CORNERS COMMUNITY BANK,64
3549,0000035444,3,BANCORP BK,THE BANCORP BANK,49
3550,0000035445,3,FIRST BUS BK MILWAUKEE,FIRST BUSINESS BANK-MILWAUKEE,7
3551,0000035451,3,BANK OF CMRC,THE BANK OF COMMERCE,5
3552,0000035456,3,1ST COLONIAL CMNTY BK,1ST COLONIAL COMMUNITY BANK,547
3553,0000035465,3,SELECT BANK & TRUST COMPANY,SELECT BANK AND TRUST COMPANY,152
3554,0000035476,3,LAFAYETTE CMNTY BK,LAFAYETTE COMMUNITY BANK,114
3555,0000035479,3,MARINERS BK,MARINER'S BANK,71
3556,0000035480,3,CROWN BK,CROWN BANK,36
3557,0000035492,3,WESTERN HERITAGE BK,WESTERN HERITAGE BANK,8
3558,0000035495,3,PROFICIO BK,PROFICIO BANK,19875
3559,0000035497,3,QUAINT OAK BK,QUAINT OAK BANK,184
3560,0000035513,3,COMMUNITY BK PICKENS CTY,COMMUNITY BK OF PICKENS CTY,81
3561,0000035514,3,CHEAHA BK,CHEAHA BANK,87
3562,0000035519,3,NORTH ST BK,NORTH STATE BANK,2868
3563,0000035524,3,COMMUNITY PRIDE BK,COMMUNITY PRIDE BANK,30
3564,0000035530,3,FIRST CAROLINA BK,FIRST CAROLINA BANK,93
3565,0000035541,3,BCB CMNTY BK,BCB COMMUNITY BANK,401
3566,0000035543,3,BANK OF FRANKLIN CTY,BANK OF FRANKLIN COUNTY,159
3567,0000035566,3,FOUNDATION BK,FOUNDATION BANK,10
